Date,PnL_Order,PnL_Category,PnL_Line,Entity,BusinessUnit,Prior_Year,Budget,Actual
2025-10-01,20,Other,Income Tax,Spain,Services,-36220,-37956,-37122
2025-10-01,1,Revenue,Product Revenue,Spain,Hardware,450351,474109,450707
2025-10-01,2,Revenue,Subscription Revenue,Spain,Hardware,324884,355582,347087
2025-10-01,3,Revenue,Service Revenue,Spain,Hardware,185265,207423,206924
2025-10-01,4,Revenue,Support & Maintenance,Spain,Hardware,94516,106675,107593
2025-10-01,5,COGS,Direct Materials,Spain,Hardware,-130082,-146202,-147944
2025-10-01,6,COGS,Direct Labor,Spain,Hardware,-120669,-134956,-127900
2025-10-01,7,COGS,Cloud & Hosting,Spain,Hardware,-61259,-67478,-63585
2025-10-01,8,COGS,Support Delivery,Spain,Hardware,-47453,-50608,-48190
2025-10-01,9,Operating Expenses,Sales,Spain,Hardware,-92720,-101217,-99972
2025-10-01,10,Operating Expenses,Marketing,Spain,Hardware,-80279,-84347,-81633
2025-10-01,11,Operating Expenses,Research & Development,Spain,Hardware,-113046,-123709,-116618
2025-10-01,12,Operating Expenses,General & Administrative,Spain,Hardware,-67112,-73101,-72894
2025-10-01,13,Operating Expenses,IT & Systems,Spain,Hardware,-35921,-39362,-38724
2025-10-01,14,Operating Expenses,Facilities & Rent,Spain,Hardware,-30923,-33739,-34125
2025-10-01,15,Operating Expenses,Depreciation & Amort.,Spain,Hardware,-28590,-30927,-30479
2025-10-01,16,Other,Interest Income,Spain,Hardware,6412,6748,6637
2025-10-01,17,Other,Interest Expense,Spain,Hardware,-14527,-15745,-15291
2025-10-01,18,Other,FX Gain/(Loss),Spain,Hardware,7887,8435,8198
2025-10-01,19,Other,Other Income/(Expense),Spain,Hardware,-10327,-11246,-11082
2025-10-01,20,Other,Income Tax,Spain,Hardware,-44935,-50608,-48295
2025-10-01,1,Revenue,Product Revenue,Italy,Software,628679,691409,658479
2025-10-01,2,Revenue,Subscription Revenue,Italy,Software,492414,518557,493478
2025-10-01,3,Revenue,Service Revenue,Italy,Software,266800,302491,295948
2025-10-01,4,Revenue,Support & Maintenance,Italy,Software,146486,155567,152155
2025-10-01,5,COGS,Direct Materials,Italy,Software,-190643,-213211,-201718
2025-10-01,6,COGS,Direct Labor,Italy,Software,-174071,-196810,-197715
2025-10-01,7,COGS,Cloud & Hosting,Italy,Software,-86737,-98405,-93724
2025-10-01,8,COGS,Support Delivery,Italy,Software,-68649,-73804,-74766
2025-10-01,9,Operating Expenses,Sales,Italy,Software,-139918,-147608,-141882
2025-10-01,10,Operating Expenses,Marketing,Italy,Software,-112414,-123006,-118180
2025-10-01,11,Operating Expenses,Research & Development,Italy,Software,-170958,-180410,-183675
2025-10-01,12,Operating Expenses,General & Administrative,Italy,Software,-100229,-106606,-102000
2025-10-01,13,Operating Expenses,IT & Systems,Italy,Software,-52460,-57403,-54192
2025-10-01,14,Operating Expenses,Facilities & Rent,Italy,Software,-44764,-49203,-47476
2025-10-01,15,Operating Expenses,Depreciation & Amort.,Italy,Software,-42973,-45102,-45403
2025-10-01,16,Other,Interest Income,Italy,Software,9256,9841,9604
2025-10-01,17,Other,Interest Expense,Italy,Software,-21802,-22961,-22846
2025-10-01,18,Other,FX Gain/(Loss),Italy,Software,-11446,-12301,-11657
2025-10-01,19,Other,Other Income/(Expense),Italy,Software,14705,16401,15811
2025-10-01,20,Other,Income Tax,Italy,Software,-66274,-73804,-71989
2025-10-01,1,Revenue,Product Revenue,Italy,Services,381749,414845,403838
2025-10-01,2,Revenue,Subscription Revenue,Italy,Services,280172,311134,298273
2025-10-01,3,Revenue,Service Revenue,Italy,Services,167997,181495,172187
2025-10-01,4,Revenue,Support & Maintenance,Italy,Services,88462,93340,92618
2025-10-01,5,COGS,Direct Materials,Italy,Services,-116666,-127927,-125786
2025-10-01,6,COGS,Direct Labor,Italy,Services,-105844,-118086,-115808
2025-10-01,7,COGS,Cloud & Hosting,Italy,Services,-52260,-59043,-56059
2025-10-01,8,COGS,Support Delivery,Italy,Services,-40857,-44282,-44044
2025-10-01,9,Operating Expenses,Sales,Italy,Services,-83754,-88565,-87255
2025-10-01,10,Operating Expenses,Marketing,Italy,Services,-68646,-73804,-73258
2025-10-01,11,Operating Expenses,Research & Development,Italy,Services,-99962,-108246,-106891
2025-10-01,12,Operating Expenses,General & Administrative,Italy,Services,-59435,-63963,-62733
2025-10-01,13,Operating Expenses,IT & Systems,Italy,Services,-30820,-34442,-33402
2025-10-01,14,Operating Expenses,Facilities & Rent,Italy,Services,-27211,-29522,-28646
2025-10-01,15,Operating Expenses,Depreciation & Amort.,Italy,Services,-25179,-27061,-26175
2025-10-01,16,Other,Interest Income,Italy,Services,5257,5904,5673
2025-10-01,17,Other,Interest Expense,Italy,Services,-12704,-13777,-14021
2025-10-01,18,Other,FX Gain/(Loss),Italy,Services,-6665,-7380,-7272
2025-10-01,19,Other,Other Income/(Expense),Italy,Services,8938,9841,10012
2025-10-01,20,Other,Income Tax,Italy,Services,-40439,-44282,-42326
2025-10-01,1,Revenue,Product Revenue,Italy,Hardware,515694,553127,555246
2025-10-01,2,Revenue,Subscription Revenue,Italy,Hardware,366183,414845,408748
2025-10-01,3,Revenue,Service Revenue,Italy,Hardware,221867,241993,233338
2025-10-01,4,Revenue,Support & Maintenance,Italy,Hardware,116043,124454,122928
2025-10-01,5,COGS,Direct Materials,Italy,Hardware,-156999,-170569,-168947
2025-10-01,6,COGS,Direct Labor,Italy,Hardware,-145776,-157448,-153961
2025-10-01,7,COGS,Cloud & Hosting,Italy,Hardware,-70626,-78724,-78125
2025-10-01,8,COGS,Support Delivery,Italy,Hardware,-52487,-59043,-60099
2025-10-01,9,Operating Expenses,Sales,Italy,Hardware,-108553,-118086,-117473
2025-10-01,10,Operating Expenses,Marketing,Italy,Hardware,-92642,-98405,-98822
2025-10-01,11,Operating Expenses,Research & Development,Italy,Hardware,-130014,-144328,-144249
2025-10-01,12,Operating Expenses,General & Administrative,Italy,Hardware,-76116,-85285,-80545
2025-10-01,13,Operating Expenses,IT & Systems,Italy,Hardware,-43194,-45922,-43838
2025-10-01,14,Operating Expenses,Facilities & Rent,Italy,Hardware,-36597,-39362,-40091
2025-10-01,15,Operating Expenses,Depreciation & Amort.,Italy,Hardware,-34041,-36082,-34153
2025-10-01,16,Other,Interest Income,Italy,Hardware,7180,7872,7922
2025-10-01,17,Other,Interest Expense,Italy,Hardware,-17227,-18369,-18177
2025-10-01,18,Other,FX Gain/(Loss),Italy,Hardware,9147,9841,9281
2025-10-01,19,Other,Other Income/(Expense),Italy,Hardware,-11906,-13121,-12419
2025-10-01,20,Other,Income Tax,Italy,Hardware,-55687,-59043,-55725
2025-10-01,1,Revenue,Product Revenue,United States,Software,1432666,1580364,1491024
2025-10-01,2,Revenue,Subscription Revenue,United States,Software,1130134,1185273,1146561
2025-10-01,3,Revenue,Service Revenue,United States,Software,612266,691409,662910
2025-10-01,4,Revenue,Support & Maintenance,United States,Software,329667,355582,358878
2025-10-01,5,COGS,Direct Materials,United States,Software,-450218,-487340,-468882
2025-10-01,6,COGS,Direct Labor,United States,Software,-398552,-449852,-441655
2025-10-01,7,COGS,Cloud & Hosting,United States,Software,-198473,-224926,-229034
2025-10-01,8,COGS,Support Delivery,United States,Software,-155773,-168695,-169241
2025-10-01,9,Operating Expenses,Sales,United States,Software,-315826,-337389,-331971
2025-10-01,10,Operating Expenses,Marketing,United States,Software,-264947,-281158,-272758
2025-10-01,11,Operating Expenses,Research & Development,United States,Software,-368875,-412365,-415778
2025-10-01,12,Operating Expenses,General & Administrative,United States,Software,-219058,-243670,-242535
2025-10-01,13,Operating Expenses,IT & Systems,United States,Software,-120907,-131207,-130798
2025-10-01,14,Operating Expenses,Facilities & Rent,United States,Software,-99833,-112463,-109970
2025-10-01,15,Operating Expenses,Depreciation & Amort.,United States,Software,-97354,-103091,-100510
2025-10-01,16,Other,Interest Income,United States,Software,21439,22493,22313
2025-10-01,17,Other,Interest Expense,United States,Software,-46935,-52483,-51236
2025-10-01,18,Other,FX Gain/(Loss),United States,Software,26740,28116,27757
2025-10-01,19,Other,Other Income/(Expense),United States,Software,-34542,-37488,-37216
2025-10-01,20,Other,Income Tax,United States,Software,-152020,-168695,-168995
2025-10-01,1,Revenue,Product Revenue,United States,Services,846056,948218,944580
2025-10-01,2,Revenue,Subscription Revenue,United States,Services,655156,711164,696384
2025-10-01,3,Revenue,Service Revenue,United States,Services,378279,414845,405210
2025-10-01,4,Revenue,Support & Maintenance,United States,Services,196040,213349,214857
2025-10-01,5,COGS,Direct Materials,United States,Services,-273170,-292404,-275282
2025-10-01,6,COGS,Direct Labor,United States,Services,-249438,-269911,-260148
2025-10-01,7,COGS,Cloud & Hosting,United States,Services,-121332,-134956,-131937
2025-10-01,8,COGS,Support Delivery,United States,Services,-95552,-101217,-99990
2025-10-01,9,Operating Expenses,Sales,United States,Services,-189798,-202434,-203899
2025-10-01,10,Operating Expenses,Marketing,United States,Services,-148714,-168695,-171580
2025-10-01,11,Operating Expenses,Research & Development,United States,Services,-234913,-247419,-238950
2025-10-01,12,Operating Expenses,General & Administrative,United States,Services,-129687,-146202,-140255
2025-10-01,13,Operating Expenses,IT & Systems,United States,Services,-70744,-78724,-77545
2025-10-01,14,Operating Expenses,Facilities & Rent,United States,Services,-62249,-67478,-66198
2025-10-01,15,Operating Expenses,Depreciation & Amort.,United States,Services,-57279,-61855,-59417
2025-10-01,16,Other,Interest Income,United States,Services,12159,13496,12828
2025-10-01,17,Other,Interest Expense,United States,Services,-28312,-31490,-29959
2025-10-01,18,Other,FX Gain/(Loss),United States,Services,15324,16869,17031
2025-10-01,19,Other,Other Income/(Expense),United States,Services,21352,22493,21732
2025-10-01,20,Other,Income Tax,United States,Services,-91516,-101217,-99134
2025-10-01,1,Revenue,Product Revenue,United States,Hardware,1116620,1264291,1219740
2025-10-01,2,Revenue,Subscription Revenue,United States,Hardware,839138,948218,938176
2025-10-01,3,Revenue,Service Revenue,United States,Hardware,521776,553127,555741
2025-10-01,4,Revenue,Support & Maintenance,United States,Hardware,255540,284465,285008
2025-10-01,5,COGS,Direct Materials,United States,Hardware,-354855,-389872,-366967
2025-10-01,6,COGS,Direct Labor,United States,Hardware,-317403,-359882,-355505
2025-10-01,7,COGS,Cloud & Hosting,United States,Hardware,-165867,-179941,-169602
2025-10-01,8,COGS,Support Delivery,United States,Hardware,-127328,-134956,-132014
2025-10-01,9,Operating Expenses,Sales,United States,Hardware,-253447,-269911,-267978
2025-10-01,10,Operating Expenses,Marketing,United States,Hardware,-199884,-224926,-225696
2025-10-01,11,Operating Expenses,Research & Development,United States,Hardware,-302011,-329892,-310502
2025-10-01,12,Operating Expenses,General & Administrative,United States,Hardware,-171760,-194936,-196691
2025-10-01,13,Operating Expenses,IT & Systems,United States,Hardware,-95207,-104966,-98939
2025-10-01,14,Operating Expenses,Facilities & Rent,United States,Hardware,-79478,-89970,-90034
2025-10-01,15,Operating Expenses,Depreciation & Amort.,United States,Hardware,-72794,-82473,-82697
2025-10-01,16,Other,Interest Income,United States,Hardware,15969,17994,17703
2025-10-01,17,Other,Interest Expense,United States,Hardware,-39867,-41986,-41515
2025-10-01,18,Other,FX Gain/(Loss),United States,Hardware,-21112,-22493,-22355
2025-10-01,19,Other,Other Income/(Expense),United States,Hardware,27190,29990,28568
2025-10-01,20,Other,Income Tax,United States,Hardware,-120996,-134956,-133744
2025-10-01,1,Revenue,Product Revenue,Nordics,Software,448688,493864,476524
2025-10-01,2,Revenue,Subscription Revenue,Nordics,Software,337552,370398,364443
2025-10-01,3,Revenue,Service Revenue,Nordics,Software,193929,216065,217197
2025-10-01,4,Revenue,Support & Maintenance,Nordics,Software,101847,111119,105313
2025-10-01,5,COGS,Direct Materials,Nordics,Software,-143576,-152294,-145174
2025-10-01,6,COGS,Direct Labor,Nordics,Software,-134010,-140579,-142712
2025-10-01,7,COGS,Cloud & Hosting,Nordics,Software,-67047,-70289,-66738
2025-10-01,8,COGS,Support Delivery,Nordics,Software,-48476,-52717,-52026
2025-10-01,9,Operating Expenses,Sales,Nordics,Software,-93287,-105434,-101538
2025-10-01,10,Operating Expenses,Marketing,Nordics,Software,-78116,-87862,-89015
2025-10-01,11,Operating Expenses,Research & Development,Nordics,Software,-120865,-128864,-130207
2025-10-01,12,Operating Expenses,General & Administrative,Nordics,Software,-68656,-76147,-71861
2025-10-01,13,Operating Expenses,IT & Systems,Nordics,Software,-37787,-41002,-39499
2025-10-01,14,Operating Expenses,Facilities & Rent,Nordics,Software,-33162,-35145,-34430
2025-10-01,15,Operating Expenses,Depreciation & Amort.,Nordics,Software,-28616,-32216,-32253
2025-10-01,16,Other,Interest Income,Nordics,Software,6366,7029,7001
2025-10-01,17,Other,Interest Expense,Nordics,Software,-14508,-16401,-16324
2025-10-01,18,Other,FX Gain/(Loss),Nordics,Software,7979,8786,8487
2025-10-01,19,Other,Other Income/(Expense),Nordics,Software,-10974,-11715,-11037
2025-10-01,20,Other,Income Tax,Nordics,Software,-47947,-52717,-51729
2025-10-01,1,Revenue,Product Revenue,Nordics,Services,282478,296318,285319
2025-10-01,2,Revenue,Subscription Revenue,Nordics,Services,207108,222239,222906
2025-10-01,3,Revenue,Service Revenue,Nordics,Services,122914,129639,131618
2025-10-01,4,Revenue,Support & Maintenance,Nordics,Services,59676,66672,66604
2025-10-01,5,COGS,Direct Materials,Nordics,Services,-81348,-91376,-88016
2025-10-01,6,COGS,Direct Labor,Nordics,Services,-79246,-84347,-79546
2025-10-01,7,COGS,Cloud & Hosting,Nordics,Services,-39617,-42174,-40895
2025-10-01,8,COGS,Support Delivery,Nordics,Services,-30103,-31630,-31299
2025-10-01,9,Operating Expenses,Sales,Nordics,Services,-59011,-63260,-63632
2025-10-01,10,Operating Expenses,Marketing,Nordics,Services,-46807,-52717,-52517
2025-10-01,11,Operating Expenses,Research & Development,Nordics,Services,-69700,-77318,-76813
2025-10-01,12,Operating Expenses,General & Administrative,Nordics,Services,-41949,-45688,-45705
2025-10-01,13,Operating Expenses,IT & Systems,Nordics,Services,-23306,-24601,-23820
2025-10-01,14,Operating Expenses,Facilities & Rent,Nordics,Services,-19999,-21087,-21014
2025-10-01,15,Operating Expenses,Depreciation & Amort.,Nordics,Services,-18134,-19330,-19608
2025-10-01,16,Other,Interest Income,Nordics,Services,4022,4217,4166
2025-10-01,17,Other,Interest Expense,Nordics,Services,-8888,-9841,-9752
2025-10-01,18,Other,FX Gain/(Loss),Nordics,Services,4805,5272,5074
2025-10-01,19,Other,Other Income/(Expense),Nordics,Services,-6590,-7029,-6893
2025-10-01,20,Other,Income Tax,Nordics,Services,-28763,-31630,-32149
2025-10-01,1,Revenue,Product Revenue,Nordics,Hardware,376365,395091,379969
2025-10-01,2,Revenue,Subscription Revenue,Nordics,Hardware,276686,296318,282169
2025-10-01,3,Revenue,Service Revenue,Nordics,Hardware,164509,172852,175501
2025-10-01,4,Revenue,Support & Maintenance,Nordics,Hardware,80365,88895,86605
2025-10-01,5,COGS,Direct Materials,Nordics,Hardware,-115846,-121835,-119870
2025-10-01,6,COGS,Direct Labor,Nordics,Hardware,-105140,-112463,-114229
2025-10-01,7,COGS,Cloud & Hosting,Nordics,Hardware,-53342,-56232,-57163
2025-10-01,8,COGS,Support Delivery,Nordics,Hardware,-40184,-42174,-42997
2025-10-01,9,Operating Expenses,Sales,Nordics,Hardware,-78723,-84347,-81421
2025-10-01,10,Operating Expenses,Marketing,Nordics,Hardware,-65029,-70289,-67786
2025-10-01,11,Operating Expenses,Research & Development,Nordics,Hardware,-94613,-103091,-104949
2025-10-01,12,Operating Expenses,General & Administrative,Nordics,Hardware,-56106,-60918,-62052
2025-10-01,13,Operating Expenses,IT & Systems,Nordics,Hardware,-29698,-32802,-31777
2025-10-01,14,Operating Expenses,Facilities & Rent,Nordics,Hardware,-25971,-28116,-28436
2025-10-01,15,Operating Expenses,Depreciation & Amort.,Nordics,Hardware,-22819,-25773,-24556
2025-10-01,16,Other,Interest Income,Nordics,Hardware,5261,5623,5634
2025-10-01,17,Other,Interest Expense,Nordics,Hardware,-11704,-13121,-13035
2025-10-01,18,Other,FX Gain/(Loss),Nordics,Hardware,6443,7029,6826
2025-10-01,19,Other,Other Income/(Expense),Nordics,Hardware,-8441,-9372,-9084
2025-10-01,20,Other,Income Tax,Nordics,Hardware,-37798,-42174,-42886
2025-11-01,1,Revenue,Product Revenue,France,Software,967137,1043706,1029066
2025-11-01,2,Revenue,Subscription Revenue,France,Software,743408,782779,754380
2025-11-01,3,Revenue,Service Revenue,France,Software,423488,456621,430228
2025-11-01,4,Revenue,Support & Maintenance,France,Software,220821,234834,228913
2025-11-01,5,COGS,Direct Materials,France,Software,-291236,-310606,-312819
2025-11-01,6,COGS,Direct Labor,France,Software,-266646,-286713,-273454
2025-11-01,7,COGS,Cloud & Hosting,France,Software,-129122,-143357,-140125
2025-11-01,8,COGS,Support Delivery,France,Software,-102639,-107517,-109373
2025-11-01,9,Operating Expenses,Sales,France,Software,-189673,-215035,-206421
2025-11-01,10,Operating Expenses,Marketing,France,Software,-158555,-179196,-168660
2025-11-01,11,Operating Expenses,Research & Development,France,Software,-250366,-262820,-259353
2025-11-01,12,Operating Expenses,General & Administrative,France,Software,-146519,-155303,-157281
2025-11-01,13,Operating Expenses,IT & Systems,France,Software,-76345,-83625,-83019
2025-11-01,14,Operating Expenses,Facilities & Rent,France,Software,-66836,-71678,-72727
2025-11-01,15,Operating Expenses,Depreciation & Amort.,France,Software,-61046,-65705,-66459
2025-11-01,16,Other,Interest Income,France,Software,13616,14336,13509
2025-11-01,17,Other,Interest Expense,France,Software,-30991,-33450,-31744
2025-11-01,18,Other,FX Gain/(Loss),France,Software,16606,17920,18160
2025-11-01,19,Other,Other Income/(Expense),France,Software,21091,23893,24207
2025-11-01,20,Other,Income Tax,France,Software,-100149,-107517,-108096
2025-11-01,1,Revenue,Product Revenue,France,Services,582969,626223,627430
2025-11-01,2,Revenue,Subscription Revenue,France,Services,440513,469668,446122
2025-11-01,3,Revenue,Service Revenue,France,Services,255765,273973,260232
2025-11-01,4,Revenue,Support & Maintenance,France,Services,127481,140900,132972
2025-11-01,5,COGS,Direct Materials,France,Services,-173642,-186364,-178499
2025-11-01,6,COGS,Direct Labor,France,Services,-155566,-172028,-168684
2025-11-01,7,COGS,Cloud & Hosting,France,Services,-79567,-86014,-87028
2025-11-01,8,COGS,Support Delivery,France,Services,-60226,-64510,-62829
2025-11-01,9,Operating Expenses,Sales,France,Services,-119116,-129021,-128256
2025-11-01,10,Operating Expenses,Marketing,France,Services,-96584,-107517,-104704
2025-11-01,11,Operating Expenses,Research & Development,France,Services,-146208,-157692,-156913
2025-11-01,12,Operating Expenses,General & Administrative,France,Services,-86715,-93182,-90557
2025-11-01,13,Operating Expenses,IT & Systems,France,Services,-47875,-50175,-49142
2025-11-01,14,Operating Expenses,Facilities & Rent,France,Services,-39980,-43007,-41730
2025-11-01,15,Operating Expenses,Depreciation & Amort.,France,Services,-35223,-39423,-38334
2025-11-01,16,Other,Interest Income,France,Services,7926,8601,8169
2025-11-01,17,Other,Interest Expense,France,Services,-18398,-20070,-19714
2025-11-01,18,Other,FX Gain/(Loss),France,Services,-9893,-10752,-10682
2025-11-01,19,Other,Other Income/(Expense),France,Services,13437,14336,14081
2025-11-01,20,Other,Income Tax,France,Services,-59132,-64510,-62862
2025-11-01,1,Revenue,Product Revenue,France,Hardware,780940,834965,791665
2025-11-01,2,Revenue,Subscription Revenue,France,Hardware,570831,626223,617222
2025-11-01,3,Revenue,Service Revenue,France,Hardware,346276,365297,347548
2025-11-01,4,Revenue,Support & Maintenance,France,Hardware,169590,187867,183345
2025-11-01,5,COGS,Direct Materials,France,Hardware,-221048,-248485,-249467
2025-11-01,6,COGS,Direct Labor,France,Hardware,-209817,-229370,-232801
2025-11-01,7,COGS,Cloud & Hosting,France,Hardware,-105969,-114685,-114316
2025-11-01,8,COGS,Support Delivery,France,Hardware,-76792,-86014,-81505
2025-11-01,9,Operating Expenses,Sales,France,Hardware,-161747,-172028,-169293
2025-11-01,10,Operating Expenses,Marketing,France,Hardware,-128255,-143357,-136824
2025-11-01,11,Operating Expenses,Research & Development,France,Hardware,-194053,-210256,-201782
2025-11-01,12,Operating Expenses,General & Administrative,France,Hardware,-113496,-124242,-125671
2025-11-01,13,Operating Expenses,IT & Systems,France,Hardware,-60518,-66900,-67577
2025-11-01,14,Operating Expenses,Facilities & Rent,France,Hardware,-54612,-57343,-55335
2025-11-01,15,Operating Expenses,Depreciation & Amort.,France,Hardware,-48174,-52564,-49937
2025-11-01,16,Other,Interest Income,France,Hardware,10213,11469,11343
2025-11-01,17,Other,Interest Expense,France,Hardware,-24268,-26760,-25575
2025-11-01,18,Other,FX Gain/(Loss),France,Hardware,-12639,-14336,-13640
2025-11-01,19,Other,Other Income/(Expense),France,Hardware,18225,19114,18590
2025-11-01,20,Other,Income Tax,France,Hardware,-77004,-86014,-87056
2025-11-01,1,Revenue,Product Revenue,Germany,Software,1104372,1252447,1219844
2025-11-01,2,Revenue,Subscription Revenue,Germany,Software,869164,939335,944140
2025-11-01,3,Revenue,Service Revenue,Germany,Software,521602,547945,518641
2025-11-01,4,Revenue,Support & Maintenance,Germany,Software,255554,281801,281727
2025-11-01,5,COGS,Direct Materials,Germany,Software,-332751,-372727,-352353
2025-11-01,6,COGS,Direct Labor,Germany,Software,-318223,-344056,-339951
2025-11-01,7,COGS,Cloud & Hosting,Germany,Software,-161510,-172028,-171910
2025-11-01,8,COGS,Support Delivery,Germany,Software,-119945,-129021,-123544
2025-11-01,9,Operating Expenses,Sales,Germany,Software,-227611,-258042,-261404
2025-11-01,10,Operating Expenses,Marketing,Germany,Software,-199569,-215035,-204884
2025-11-01,11,Operating Expenses,Research & Development,Germany,Software,-297591,-315384,-301788
2025-11-01,12,Operating Expenses,General & Administrative,Germany,Software,-174637,-186364,-176075
2025-11-01,13,Operating Expenses,IT & Systems,Germany,Software,-92517,-100350,-97802
2025-11-01,14,Operating Expenses,Facilities & Rent,Germany,Software,-77660,-86014,-81448
2025-11-01,15,Operating Expenses,Depreciation & Amort.,Germany,Software,-72854,-78846,-75168
2025-11-01,16,Other,Interest Income,Germany,Software,15618,17203,17445
2025-11-01,17,Other,Interest Expense,Germany,Software,-36166,-40140,-38024
2025-11-01,18,Other,FX Gain/(Loss),Germany,Software,-20052,-21503,-20632
2025-11-01,19,Other,Other Income/(Expense),Germany,Software,-26580,-28671,-27879
2025-11-01,20,Other,Income Tax,Germany,Software,-117875,-129021,-130641
2025-11-01,1,Revenue,Product Revenue,Germany,Services,686137,751468,713054
2025-11-01,2,Revenue,Subscription Revenue,Germany,Services,535967,563601,542362
2025-11-01,3,Revenue,Service Revenue,Germany,Services,294799,328767,309525
2025-11-01,4,Revenue,Support & Maintenance,Germany,Services,156783,169080,159408
2025-11-01,5,COGS,Direct Materials,Germany,Services,-205291,-223636,-224521
2025-11-01,6,COGS,Direct Labor,Germany,Services,-195100,-206433,-197978
2025-11-01,7,COGS,Cloud & Hosting,Germany,Services,-97466,-103217,-98616
2025-11-01,8,COGS,Support Delivery,Germany,Services,-73203,-77413,-78546
2025-11-01,9,Operating Expenses,Sales,Germany,Services,-147490,-154825,-147062
2025-11-01,10,Operating Expenses,Marketing,Germany,Services,-114749,-129021,-124838
2025-11-01,11,Operating Expenses,Research & Development,Germany,Services,-174462,-189231,-187009
2025-11-01,12,Operating Expenses,General & Administrative,Germany,Services,-101865,-111818,-107623
2025-11-01,13,Operating Expenses,IT & Systems,Germany,Services,-53859,-60210,-57637
2025-11-01,14,Operating Expenses,Facilities & Rent,Germany,Services,-47454,-51608,-51993
2025-11-01,15,Operating Expenses,Depreciation & Amort.,Germany,Services,-44663,-47308,-46449
2025-11-01,16,Other,Interest Income,Germany,Services,9650,10322,10207
2025-11-01,17,Other,Interest Expense,Germany,Services,-21413,-24084,-23565
2025-11-01,18,Other,FX Gain/(Loss),Germany,Services,11668,12902,12208
2025-11-01,19,Other,Other Income/(Expense),Germany,Services,15916,17203,17482
2025-11-01,20,Other,Income Tax,Germany,Services,-69428,-77413,-76408
2025-11-01,1,Revenue,Product Revenue,Germany,Hardware,912038,1001957,959778
2025-11-01,2,Revenue,Subscription Revenue,Germany,Hardware,688862,751468,708766
2025-11-01,3,Revenue,Service Revenue,Germany,Hardware,408198,438356,426772
2025-11-01,4,Revenue,Support & Maintenance,Germany,Hardware,201230,225440,218099
2025-11-01,5,COGS,Direct Materials,Germany,Hardware,-266220,-298182,-300277
2025-11-01,6,COGS,Direct Labor,Germany,Hardware,-255056,-275245,-263468
2025-11-01,7,COGS,Cloud & Hosting,Germany,Hardware,-131058,-137622,-138323
2025-11-01,8,COGS,Support Delivery,Germany,Hardware,-91063,-103217,-100987
2025-11-01,9,Operating Expenses,Sales,Germany,Hardware,-194726,-206433,-196930
2025-11-01,10,Operating Expenses,Marketing,Germany,Hardware,-152564,-172028,-163095
2025-11-01,11,Operating Expenses,Research & Development,Germany,Hardware,-225064,-252308,-253724
2025-11-01,12,Operating Expenses,General & Administrative,Germany,Hardware,-131407,-149091,-143878
2025-11-01,13,Operating Expenses,IT & Systems,Germany,Hardware,-71722,-80280,-77987
2025-11-01,14,Operating Expenses,Facilities & Rent,Germany,Hardware,-62748,-68811,-66983
2025-11-01,15,Operating Expenses,Depreciation & Amort.,Germany,Hardware,-58914,-63077,-59944
2025-11-01,16,Other,Interest Income,Germany,Hardware,12866,13762,13110
2025-11-01,17,Other,Interest Expense,Germany,Hardware,-28691,-32112,-30463
2025-11-01,18,Other,FX Gain/(Loss),Germany,Hardware,16416,17203,17119
2025-11-01,19,Other,Other Income/(Expense),Germany,Hardware,-20537,-22937,-22897
2025-11-01,20,Other,Income Tax,Germany,Hardware,-92449,-103217,-101366
2025-11-01,1,Revenue,Product Revenue,United Kingdom,Software,853337,939335,897140
2025-11-01,2,Revenue,Subscription Revenue,United Kingdom,Software,642900,704501,694640
2025-11-01,3,Revenue,Service Revenue,United Kingdom,Software,385950,410959,394452
2025-11-01,4,Revenue,Support & Maintenance,United Kingdom,Software,196633,211350,212170
2025-11-01,5,COGS,Direct Materials,United Kingdom,Software,-254081,-279545,-264092
2025-11-01,6,COGS,Direct Labor,United Kingdom,Software,-233903,-258042,-244855
2025-11-01,7,COGS,Cloud & Hosting,United Kingdom,Software,-122999,-129021,-126176
2025-11-01,8,COGS,Support Delivery,United Kingdom,Software,-86669,-96766,-92571
2025-11-01,9,Operating Expenses,Sales,United Kingdom,Software,-179691,-193531,-185180
2025-11-01,10,Operating Expenses,Marketing,United Kingdom,Software,-149419,-161276,-152812
2025-11-01,11,Operating Expenses,Research & Development,United Kingdom,Software,-218225,-236538,-231123
2025-11-01,12,Operating Expenses,General & Administrative,United Kingdom,Software,-129128,-139773,-134697
2025-11-01,13,Operating Expenses,IT & Systems,United Kingdom,Software,-66536,-75262,-76360
2025-11-01,14,Operating Expenses,Facilities & Rent,United Kingdom,Software,-61369,-64510,-62982
2025-11-01,15,Operating Expenses,Depreciation & Amort.,United Kingdom,Software,-52871,-59135,-57979
2025-11-01,16,Other,Interest Income,United Kingdom,Software,11411,12902,12701
2025-11-01,17,Other,Interest Expense,United Kingdom,Software,-28161,-30105,-28534
2025-11-01,18,Other,FX Gain/(Loss),United Kingdom,Software,-14551,-16128,-16258
2025-11-01,19,Other,Other Income/(Expense),United Kingdom,Software,-19610,-21503,-21121
2025-11-01,20,Other,Income Tax,United Kingdom,Software,-87929,-96766,-92111
2025-11-01,1,Revenue,Product Revenue,United Kingdom,Services,501304,563601,534428
2025-11-01,2,Revenue,Subscription Revenue,United Kingdom,Services,387668,422701,409770
